"state","puma12","cd118","stab","PUMA12name","pop20","afact"
"State code","PUMA (2012)","Congressional district code (118th Congress)","State abbr.","PUMA12 name","Total population (2020 Census)","puma12-to-cd118 allocation factor"
"01","00100","04","AL","Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",140103,0.7369 
"01","00100","05","AL","Lauderdale, Colbert, Franklin & Marion (Northeast) Counties",50031,0.2631 
"01","00200","05","AL","Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest)",212046,1 
"01","00301","05","AL","Huntsville (North) & Madison (East) Cities",136356,1 
"01","00302","05","AL","Huntsville City (Central & South)",105621,1 
"01","00400","04","AL","DeKalb & Jackson Counties",71608,0.5766 
"01","00400","05","AL","DeKalb & Jackson Counties",52579,0.4234 
"01","00500","04","AL","Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast)",97612,0.7214 
"01","00500","05","AL","Marshall & Madison (Southeast) Counties--Huntsville City (Far Southeast)",37700,0.2786 
"01","00600","04","AL","Morgan & Lawrence Counties--Decatur City",33073,0.2113 
"01","00600","05","AL","Morgan & Lawrence Counties--Decatur City",123421,0.7887 
"01","00700","04","AL","Cullman & Winston Counties",111406,1 
"01","00800","03","AL","St. Clair & Blount Counties",91103,0.6042 
"01","00800","06","AL","St. Clair & Blount Counties",59679,0.3958 
"01","00900","04","AL","Etowah County",103436,1 
"01","01000","03","AL","Talladega, Cherokee, Randolph, Cleburne & Clay Counties",158379,1 
"01","01100","03","AL","Calhoun County",116441,1 
"01","01200","06","AL","Shelby County",224177,0.9983 
"01","01200","07","AL","Shelby County",389,0.0017 
"01","01301","07","AL","Birmingham City (West)",87721,1 
"01","01302","06","AL","Birmingham City (East)",41916,0.4184 
"01","01302","07","AL","Birmingham City (East)",58261,0.5816 
"01","01303","06","AL","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",154434,0.8421 
"01","01303","07","AL","Jefferson County (Southeast)--Hoover (North), Vestavia Hills & Homewood Cities",28966,0.1579 
"01","01304","06","AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",173180,0.9437 
"01","01304","07","AL","Jefferson County (Northeast)--Trussville, Center Point & Gardendale Cities",10331,0.0563 
"01","01305","06","AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",9466,0.0803 
"01","01305","07","AL","Jefferson County (West)--Bessemer, Hueytown & Pleasant Grove Cities",108359,0.9197 
"01","01400","04","AL","Walker, Marion (South & West), Fayette & Lamar Counties",117746,1 
"01","01500","04","AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",38093,0.3041 
"01","01500","07","AL","Tuscaloosa (Outer) & Pickens Counties--Northport City (North & West)",87161,0.6959 
"01","01600","04","AL","Tuscaloosa & Northport (Southeast) Cities",4677,0.0387 
"01","01600","07","AL","Tuscaloosa & Northport (Southeast) Cities",116228,0.9613 
"01","01700","06","AL","Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",22293,0.1806 
"01","01700","07","AL","Dallas, Bibb, Marengo, Hale, Sumter, Perry & Greene Counties",101156,0.8194 
"01","01800","03","AL","Chilton, Tallapoosa, Chambers & Coosa Counties",98875,0.752 
"01","01800","06","AL","Chilton, Tallapoosa, Chambers & Coosa Counties",32609,0.248 
"01","01900","03","AL","Lee County--Auburn City",174241,1 
"01","02000","02","AL","Montgomery City & Pike Road Town (North)",138980,0.7072 
"01","02000","07","AL","Montgomery City & Pike Road Town (North)",57531,0.2928 
"01","02100","02","AL","Elmore, Autauga, Montgomery (Outer) & Lowndes Counties",174237,0.9193 
"01","02100","07","AL","Elmore, Autauga, Montgomery (Outer) & Lowndes Counties",15299,0.0807 
"01","02200","01","AL","Southwest Alabama",71178,0.5481 
"01","02200","02","AL","Southwest Alabama",12336,0.095 
"01","02200","07","AL","Southwest Alabama",46352,0.3569 
"01","02300","02","AL","Coffee, Covington, Butler & Crenshaw Counties",123280,1 
"01","02400","02","AL","Russell, Pike, Barbour, Macon & Bullock Counties",68589,0.4656 
"01","02400","03","AL","Russell, Pike, Barbour, Macon & Bullock Counties",78715,0.5344 
"01","02500","02","AL","Houston, Dale, Geneva & Henry Counties--Dothan City",200333,1 
"01","02600","01","AL","Baldwin County",231767,1 
"01","02701","01","AL","Mobile City (East)",99024,1 
"01","02702","01","AL","Mobile City (West)",110631,1 
"01","02703","01","AL","Mobile County (Outer)--Prichard City, Tillmans Corner & Saraland City",205154,1 
"02","00101","00","AK","Anchorage Municipality (North)",132800,1 
"02","00102","00","AK","Anchorage Municipality (South)",158558,1 
"02","00200","00","AK","Matanuska-Susitna & Kenai Peninsula Boroughs",165791,1 
"02","00300","00","AK","Greater Fairbanks, Greater Juneau, Ketchikan Gateway Borough & Road-Connected Alaska",163279,1 
"02","00400","00","AK","Subsistence Alaska",112963,1 
"04","00100","05","AZ","Maricopa County--Gilbert (South) & Queen Creek Towns",179340,1 
"04","00101","01","AZ","Maricopa County--Mesa City (East)",4699,0.0253 
"04","00101","04","AZ","Maricopa County--Mesa City (East)",24637,0.1324 
"04","00101","05","AZ","Maricopa County--Mesa City (East)",156759,0.8424 
"04","00102","01","AZ","Maricopa County--Mesa City (North Central)",97,0.0007 
"04","00102","04","AZ","Maricopa County--Mesa City (North Central)",143969,0.9993 
"04","00103","04","AZ","Maricopa County--Mesa City (West)",114776,1 
"04","00104","04","AZ","Maricopa County--Mesa City (South Central)",106201,0.9958 
"04","00104","05","AZ","Maricopa County--Mesa City (South Central)",452,0.0042 
"04","00105","05","AZ","Maricopa County--Gilbert Town (North)",153232,1 
"04","00106","04","AZ","Maricopa County--Chandler City (Northeast)",99589,0.8178 
"04","00106","05","AZ","Maricopa County--Chandler City (Northeast)",22193,0.1822 
"04","00107","04","AZ","Maricopa County--Chandler City (South)",3780,0.0294 
"04","00107","05","AZ","Maricopa County--Chandler City (South)",124771,0.9706 
"04","00108","03","AZ","Maricopa County--Tempe (South) & Chandler (Northwest) Cities",5322,0.0493 
"04","00108","04","AZ","Maricopa County--Tempe (South) & Chandler (Northwest) Cities",102676,0.9507 
"04","00109","01","AZ","Maricopa County--Tempe City (North)",1,0 
"04","00109","03","AZ","Maricopa County--Tempe City (North)",35,0.0003 
"04","00109","04","AZ","Maricopa County--Tempe City (North)",117270,0.9997 
"04","00110","01","AZ","Maricopa County--Scottsdale City (Southwest) & Paradise Valley Town",128268,1 
"04","00111","01","AZ","Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town",111499,0.9996 
"04","00111","04","AZ","Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town",18,0.0002 
"04","00111","05","AZ","Maricopa County (Northeast)--Scottsdale City (Southeast) & Fountain Hills Town",23,0.0002 
"04","00112","01","AZ","Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek",120159,0.9173 
"04","00112","08","AZ","Maricopa County--Scottsdale (North), Phoenix (Far Northeast) Cities & Cave Creek",10832,0.0827 
"04","00113","01","AZ","Phoenix City (Northeast)",105180,1 
"04","00114","01","AZ","Phoenix City (Northeast Central)",111355,1 
"04","00115","01","AZ","Phoenix City (Northwest Central)",76493,0.6976 
"04","00115","08","AZ","Phoenix City (Northwest Central)",33162,0.3024 
"04","00116","01","AZ","Phoenix City (Uptown)",43728,0.3952 
"04","00116","03","AZ","Phoenix City (Uptown)",50530,0.4567 
"04","00116","08","AZ","Phoenix City (Uptown)",16390,0.1481 
"04","00117","01","AZ","Phoenix City (East)",79537,0.761 
"04","00117","03","AZ","Phoenix City (East)",24981,0.239 
"04","00118","01","AZ","Phoenix City--Downtown & Sky Harbor International Airport",2084,0.0176 
"04","00118","03","AZ","Phoenix City--Downtown & Sky Harbor International Airport",115405,0.9734 
"04","00118","04","AZ","Phoenix City--Downtown & Sky Harbor International Airport",1075,0.0091 
"04","00119","03","AZ","Phoenix City (South)",117260,0.9995 
"04","00119","04","AZ","Phoenix City (South)",55,0.0005 
"04","00120","03","AZ","Phoenix City--Ahwatukee & South Mountain",28159,0.259 
"04","00120","04","AZ","Phoenix City--Ahwatukee & South Mountain",80565,0.741 
"04","00121","02","AZ","Phoenix (Southwest) & Tolleson Cities",22,0.0001 
"04","00121","03","AZ","Phoenix (Southwest) & Tolleson Cities",131627,0.8697 
"04","00121","07","AZ","Phoenix (Southwest) & Tolleson Cities",19694,0.1301 
"04","00122","03","AZ","Phoenix City--Maryvale (East)",112213,1 
"04","00123","03","AZ","Phoenix City--Maryvale (West)",121141,0.9998 
"04","00123","09","AZ","Phoenix City--Maryvale (West)",25,0.0002 
"04","00124","03","AZ","Maricopa County--Glendale City (South)",46053,0.4012 
"04","00124","08","AZ","Maricopa County--Glendale City (South)",21748,0.1894 
"04","00124","09","AZ","Maricopa County--Glendale City (South)",46998,0.4094 
"04","00125","03","AZ","Phoenix City (West)",23302,0.2048 
"04","00125","08","AZ","Phoenix City (West)",90472,0.7952 
"04","00126","08","AZ","Maricopa County--Glendale City (North)",131160,1 
"04","00127","08","AZ","Maricopa County--Peoria City (South & Central)",120988,1 
"04","00128","08","AZ","Phoenix City (North)",108237,1 
"04","00129","01","AZ","Phoenix (Far North) & Peoria (Northwest) Cities",11501,0.0808 
"04","00129","08","AZ","Phoenix (Far North) & Peoria (Northwest) Cities",130751,0.9192 
"04","00130","08","AZ","Maricopa County--El Mirage City & Sun City",77298,0.6156 
"04","00130","09","AZ","Maricopa County--El Mirage City & Sun City",48269,0.3844 
"04","00131","08","AZ","Maricopa County--Surprise City (Central)",28679,0.2318 
"04","00131","09","AZ","Maricopa County--Surprise City (Central)",95066,0.7682 
"04","00132","07","AZ","Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities",26,0.0002 
"04","00132","09","AZ","Maricopa County--Goodyear, Glendale (West) & Litchfield Park (Northwest) Cities",147670,0.9998 
"04","00133","03","AZ","Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities",18584,0.1525 
"04","00133","07","AZ","Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities",91983,0.7548 
"04","00133","09","AZ","Maricopa County--Avondale (Central) & Litchfield Park (Central) Cities",11293,0.0927 
"04","00134","02","AZ","Maricopa County (West) & Gila River Indian Community (Northwest)",3584,0.0212 
"04","00134","07","AZ","Maricopa County (West) & Gila River Indian Community (Northwest)",2775,0.0164 
"04","00134","08","AZ","Maricopa County (West) & Gila River Indian Community (Northwest)",24893,0.1471 
"04","00134","09","AZ","Maricopa County (West) & Gila River Indian Community (Northwest)",137995,0.8153 
"04","00201","06","AZ","Pima County (West)",8059,0.0771 
"04","00201","07","AZ","Pima County (West)",96494,0.9229 
"04","00202","06","AZ","Tucson (West) & Marana Cities",53475,0.4116 
"04","00202","07","AZ","Tucson (West) & Marana Cities",76442,0.5884 
"04","00203","06","AZ","Pima County (North Central)--Oro Valley Town",120071,1 
"04","00204","06","AZ","Pima County (Northeast)",109221,1 
"04","00205","06","AZ","Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town",101129,0.6702 
"04","00205","07","AZ","Pima County (Southeast)--Tucson City (Far Southeast) & Sahuarita Town",49763,0.3298 
"04","00206","06","AZ","Tucson City (Northeast)",97968,0.9445 
"04","00206","07","AZ","Tucson City (Northeast)",5756,0.0555 
"04","00207","06","AZ","Tucson City (Northwest)",18571,0.1808 
"04","00207","07","AZ","Tucson City (Northwest)",84121,0.8192 
"04","00208","06","AZ","Tucson City (South)",5308,0.0516 
"04","00208","07","AZ","Tucson City (South)",97650,0.9484 
"04","00209","06","AZ","Tucson City (Southeast)",57832,0.4843 
"04","00209","07","AZ","Tucson City (Southeast)",61589,0.5157 
"04","00300","02","AZ","Navajo & Apache Counties",172738,1 
"04","00400","02","AZ","Coconino County--Flagstaff City",144524,1 
"04","00500","02","AZ","Yavapai County",236777,1 
"04","00600","02","AZ","Mohave & La Paz Counties--Lake Havasu City",1526,0.0066 
"04","00600","09","AZ","Mohave & La Paz Counties--Lake Havasu City",228298,0.9934 
"04","00700","07","AZ","Yuma County--Yuma City",124883,0.6125 
"04","00700","09","AZ","Yuma County--Yuma City",78998,0.3875 
"04","00800","02","AZ","Gila, Graham, Greenlee & Pinal (East) Counties",62725,0.568 
"04","00800","06","AZ","Gila, Graham, Greenlee & Pinal (East) Counties",47713,0.432 
"04","00803","01","AZ","Pinal County (North)--Apache Junction City",10,0.0001 
"04","00803","02","AZ","Pinal County (North)--Apache Junction City",17245,0.1169 
"04","00803","05","AZ","Pinal County (North)--Apache Junction City",130309,0.8831 
"04","00805","02","AZ","Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",61836,0.497 
"04","00805","05","AZ","Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",27533,0.2213 
"04","00805","06","AZ","Pinal County (Central)--Florence Town, Eloy (Northeast) & Coolidge Cities",35050,0.2817 
"04","00807","02","AZ","Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities",93635,0.6494 
"04","00807","06","AZ","Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities",44277,0.3071 
"04","00807","07","AZ","Pinal County (West)--Maricopa, Casa Grande & Eloy (Southeast) Cities",6265,0.0435 
"04","00900","06","AZ","Cochise & Santa Cruz Counties--Sierra Vista City",95937,0.5542 
"04","00900","07","AZ","Cochise & Santa Cruz Counties--Sierra Vista City",77170,0.4458 
"05","00100","03","AR","Benton County",282972,1 
"05","00200","03","AR","Washington County",247301,1 
"05","00300","01","AR","Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",103482,0.6654 
"05","00300","02","AR","Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",30,0.0002 
"05","00300","03","AR","Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",44779,0.2879 
"05","00300","04","AR","Baxter, Boone, Carroll, Marion, Madison, Newton & Searcy Counties",7225,0.0465 
"05","00400","01","AR","Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",93401,0.6985 
"05","00400","02","AR","Independence, Cleburne, Van Buren, Sharp, Izard, Stone & Fulton Counties",40322,0.3015 
"05","00500","01","AR","Craighead (West), Greene, Randolph, Lawrence & Clay Counties",196539,1 
"05","00600","01","AR","Crittenden, Mississippi & Craighead (East) Counties",98566,1 
"05","00700","01","AR","St. Francis, Poinsett, Phillips, Cross, Lee & Monroe Counties",94845,1 
"05","00800","01","AR","White, Jackson, Prairie & Woodruff Counties",31607,0.2914 
"05","00800","02","AR","White, Jackson, Prairie & Woodruff Counties",76859,0.7086 
"05","00900","01","AR","Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities",9096,0.0431 
"05","00900","02","AR","Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities",190037,0.9014 
"05","00900","04","AR","Pulaski County (Outer)--North Little Rock, Sherwood & Jacksonville Cities",11695,0.0555 
"05","01000","02","AR","Pulaski County (Central)--Little Rock City",168144,0.8887 
"05","01000","04","AR","Pulaski County (Central)--Little Rock City",21059,0.1113 
"05","01100","01","AR","Faulkner & Lonoke Counties",73288,0.372 
"05","01100","02","AR","Faulkner & Lonoke Counties",123745,0.628 
"05","01200","02","AR","Saline County",121705,0.9952 
"05","01200","04","AR","Saline County",585,0.0048 
"05","01300","01","AR","Pope, Johnson, Yell, Conway & Perry Counties",7,0 
"05","01300","02","AR","Pope, Johnson, Yell, Conway & Perry Counties",30734,0.2193 
"05","01300","03","AR","Pope, Johnson, Yell, Conway & Perry Counties",7,0 
"05","01300","04","AR","Pope, Johnson, Yell, Conway & Perry Counties",109376,0.7806 
"05","01400","03","AR","Sebastian & Crawford Counties",178060,0.9478 
"05","01400","04","AR","Sebastian & Crawford Counties",9815,0.0522 
"05","01500","03","AR","Logan, Polk, Franklin, Sevier, Howard & Scott Counties",100,0.001 
"05","01500","04","AR","Logan, Polk, Franklin, Sevier, Howard & Scott Counties",95778,0.999 
"05","01600","02","AR","Garland, Hot Spring, Clark & Montgomery Counties",855,0.0052 
"05","01600","04","AR","Garland, Hot Spring, Clark & Montgomery Counties",162791,0.9948 
"05","01700","01","AR","Jefferson, Grant & Arkansas (Northwest) Counties",10257,0.1073 
"05","01700","02","AR","Jefferson, Grant & Arkansas (Northwest) Counties",279,0.0029 
"05","01700","04","AR","Jefferson, Grant & Arkansas (Northwest) Counties",85054,0.8898 
"05","01800","01","AR","Southeast Arkansas",41421,0.4318 
"05","01800","04","AR","Southeast Arkansas",54496,0.5682 
"05","01900","04","AR","South Central Arkansas",95762,1 
"05","02000","04","AR","Southwest Arkansas",99450,1 
"06","00101","08","CA","Alameda County (North)--Berkeley & Albany Cities",1308,0.009 
"06","00101","12","CA","Alameda County (North)--Berkeley & Albany Cities",144035,0.991 
"06","00102","12","CA","Alameda County (Northwest)--Oakland (Northwest) & Emeryville Cities",184298,1 
"06","00103","10","CA","Alameda County (Northeast)--Oakland (East) & Piedmont Cities",18,0.0001 
"06","00103","12","CA","Alameda County (Northeast)--Oakland (East) & Piedmont Cities",133487,0.9985 
"06","00103","14","CA","Alameda County (Northeast)--Oakland (East) & Piedmont Cities",179,0.0013 
"06","00104","12","CA","Alameda County (North Central)--Oakland City (South Central)",142268,1 
"06","00105","12","CA","Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities",152423,0.8765 
"06","00105","14","CA","Alameda County (West)--San Leandro, Alameda & Oakland (Southwest) Cities",21478,0.1235 
"06","00106","12","CA","Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland",819,0.0056 
"06","00106","14","CA","Alameda County (North Central)--Castro Valley, San Lorenzo & Ashland",146584,0.9944 
"06","00107","14","CA","Alameda County (Central)--Hayward City",164462,1 
"06","00108","14","CA","Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities",90792,0.6379 
"06","00108","17","CA","Alameda County (Southwest)--Union City, Newark & Fremont (West) Cities",51533,0.3621 
"06","00109","14","CA","Alameda County (South Central)--Fremont City (East)",146397,0.7245 
"06","00109","17","CA","Alameda County (South Central)--Fremont City (East)",55676,0.2755 
"06","00110","10","CA","Alameda County (East)--Livermore, Pleasanton & Dublin Cities",56389,0.2288 
"06","00110","13","CA","Alameda County (East)--Livermore, Pleasanton & Dublin Cities",19,0.0001 
"06","00110","14","CA","Alameda County (East)--Livermore, Pleasanton & Dublin Cities",189290,0.768 
"06","00110","17","CA","Alameda County (East)--Livermore, Pleasanton & Dublin Cities",784,0.0032 
"06","00300","03","CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",33415,0.1741 
"06","00300","05","CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",158517,0.8259 
"06","00300","20","CA","Alpine, Amador, Calaveras, Inyo, Mariposa, Mono & Tuolumne Counties",11,0.0001 
"06","00701","01","CA","Butte County (Northwest)--Chico City",124617,1 
"06","00702","01","CA","Butte County (Southeast)--Oroville City & Paradise Town",87015,1 
"06","01100","01","CA","Colusa, Glenn, Tehama & Trinity Counties",116585,0.8786 
"06","01100","02","CA","Colusa, Glenn, Tehama & Trinity Counties",16112,0.1214 
"06","01301","08","CA","Contra Costa County (Far Southwest)--Richmond (Southwest) & San Pablo Cities",126691,1 
"06","01302","08","CA","Contra Costa County (Far Northwest)--Richmond (North), Hercules & El Cerrito Cites",128589,1 
"06","01303","08","CA","Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities",24167,0.1774 
"06","01303","10","CA","Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities",112077,0.8226 
"06","01304","08","CA","Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town",7,0.0001 
"06","01304","10","CA","Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town",128184,0.9905 
"06","01304","12","CA","Contra Costa County--Walnut Creek (West), Lafayette, Orinda Cities & Moraga Town",1218,0.0094 
"06","01305","10","CA","Contra Costa County (South)--San Ramon City & Danville Town",141077,0.9985 
"06","01305","14","CA","Contra Costa County (South)--San Ramon City & Danville Town",217,0.0015 
"06","01306","10","CA","Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities",120201,1 
"06","01307","08","CA","Contra Costa County (North Central)--Pittsburg & Concord (North & East) Cities",101301,0.7374 
"06","01307","10","CA","Contra Costa County (North Central)--Pittsburg & Concord (North & East) Cities",36083,0.2626 
"06","01308","08","CA","Contra Costa County (Northeast)--Antioch City",62001,0.5108 
"06","01308","10","CA","Contra Costa County (Northeast)--Antioch City",59391,0.4892 
"06","01309","09","CA","Contra Costa County (East)--Brentwood & Oakley Cities",17616,0.1415 
"06","01309","10","CA","Contra Costa County (East)--Brentwood & Oakley Cities",106846,0.8583 
"06","01309","14","CA","Contra Costa County (East)--Brentwood & Oakley Cities",17,0.0001 
"06","01500","01","CA","Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties",85506,0.6427 
"06","01500","02","CA","Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties",27743,0.2085 
"06","01500","03","CA","Del Norte, Lassen, Modoc, Plumas & Siskiyou Counties",19790,0.1488 
"06","01700","03","CA","El Dorado County--El Dorado Hills",64177,0.3357 
"06","01700","05","CA","El Dorado County--El Dorado Hills",127008,0.6643 
"06","01901","13","CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",100022,0.6793 
"06","01901","21","CA","Fresno County (West)--Selma, Kerman & Coalinga Cities",47211,0.3207 
"06","01902","05","CA","Fresno County (North Central)--Fresno City (North)",117140,0.6157 
"06","01902","20","CA","Fresno County (North Central)--Fresno City (North)",14549,0.0765 
"06","01902","21","CA","Fresno County (North Central)--Fresno City (North)",58554,0.3078 
"06","01903","20","CA","Fresno County (Central)--Fresno City (East Central)",26752,0.2418 
"06","01903","21","CA","Fresno County (Central)--Fresno City (East Central)",83900,0.7582 
"06","01904","05","CA","Fresno County (Central)--Fresno City (Southwest)",370,0.002 
"06","01904","13","CA","Fresno County (Central)--Fresno City (Southwest)",47,0.0003 
"06","01904","21","CA","Fresno County (Central)--Fresno City (Southwest)",180404,0.9977 
"06","01905","20","CA","Fresno County (Central)--Fresno City (Southeast)",591,0.0051 
"06","01905","21","CA","Fresno County (Central)--Fresno City (Southeast)",116006,0.9949 
"06","01906","20","CA","Fresno County (Central)--Clovis City",129581,1 
"06","01907","05","CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",4844,0.0363 
"06","01907","20","CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",28180,0.211 
"06","01907","21","CA","Fresno County (East)--Sanger, Reedley & Parlier Cities",100524,0.7527 
"06","02300","02","CA","Humboldt County",136463,1 
"06","02500","25","CA","Imperial County--El Centro City",179702,1 
"06","02901","19","CA","Kern County (West)--Delano, Wasco & Shafter Cities",6,0 
"06","02901","20","CA","Kern County (West)--Delano, Wasco & Shafter Cities",79113,0.3839 
"06","02901","22","CA","Kern County (West)--Delano, Wasco & Shafter Cities",126960,0.6161 
"06","02902","20","CA","Kern County (Central)--Bakersfield City (West)",140215,0.6143 
"06","02902","22","CA","Kern County (Central)--Bakersfield City (West)",88034,0.3857 
"06","02903","20","CA","Kern County (Central)--Bakersfield City (Northeast)",20798,0.1235 
"06","02903","22","CA","Kern County (Central)--Bakersfield City (Northeast)",147606,0.8765 
"06","02904","22","CA","Kern County (Central)--Bakersfield City (Southeast)",113912,1 
"06","02905","20","CA","Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",147843,0.7684 
"06","02905","22","CA","Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",25281,0.1314 
"06","02905","23","CA","Kern County (East)--Ridgecrest, Arvin, Tehachapi & California City Cities",19292,0.1003 
"06","03100","20","CA","Kings County--Hanford City",61891,0.4059 
"06","03100","22","CA","Kings County--Hanford City",90588,0.5941 
"06","03300","02","CA","Lake & Mendocino Counties",91601,0.5734 
"06","03300","04","CA","Lake & Mendocino Counties",68163,0.4266 
"06","03701","20","CA","Los Angeles County (North/Unincorporated)--Castaic",3,0 
"06","03701","23","CA","Los Angeles County (North/Unincorporated)--Castaic",16710,0.1181 
"06","03701","27","CA","Los Angeles County (North/Unincorporated)--Castaic",123376,0.8717 
"06","03701","28","CA","Los Angeles County (North/Unincorporated)--Castaic",513,0.0036 
"06","03701","29","CA","Los Angeles County (North/Unincorporated)--Castaic",619,0.0044 
"06","03701","30","CA","Los Angeles County (North/Unincorporated)--Castaic",32,0.0002 
"06","03701","31","CA","Los Angeles County (North/Unincorporated)--Castaic",274,0.0019 
"06","03702","27","CA","Los Angeles County (Northwest)--Santa Clarita City",207092,1 
"06","03703","27","CA","Los Angeles County (North Central)--Lancaster City",180978,1 
"06","03704","27","CA","Los Angeles County (North Central)--Palmdale City",181306,1 
"06","03705","26","CA","Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch)",180,0.001 
"06","03705","27","CA","Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch)",25057,0.1397 
"06","03705","32","CA","Los Angeles County (North)--LA City (Northwest/Chatsworth & Porter Ranch)",154169,0.8593 
"06","03706","27","CA","Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar)",42418,0.2965 
"06","03706","29","CA","Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar)",75821,0.53 
"06","03706","32","CA","Los Angeles County (North)--LA City (North Central/Granada Hills & Sylmar)",24824,0.1735 
"06","03707","29","CA","Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities",148665,0.9983 
"06","03707","30","CA","Los Angeles County--LA (North Central/Arleta & Pacoima) & San Fernando Cities",255,0.0017 
"06","03708","29","CA","Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga)",74753,0.5451 
"06","03708","30","CA","Los Angeles County (North)--LA City (Northeast/Sunland, Sun Valley & Tujunga)",62378,0.4549 
"06","03709","28","CA","Los Angeles County (Central)--San Gabriel Valley Region (North)",103479,0.9306 
"06","03709","30","CA","Los Angeles County (Central)--San Gabriel Valley Region (North)",1185,0.0107 
"06","03709","31","CA","Los Angeles County (Central)--San Gabriel Valley Region (North)",6533,0.0588 
"06","03710","28","CA","Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities",547,0.0031 
"06","03710","31","CA","Los Angeles County--Baldwin Park, Azusa, Duarte & Irwindale Cities",173721,0.9969 
"06","03711","28","CA","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities",49462,0.2864 
"06","03711","31","CA","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities",120371,0.697 
"06","03711","35","CA","Los Angeles County (East Central)--Glendora, Claremont, San Dimas & La Verne Cities",2868,0.0166 
"06","03712","35","CA","Los Angeles County (East Central)--Pomona City",147991,0.9874 
"06","03712","38","CA","Los Angeles County (East Central)--Pomona City",1884,0.0126 
"06","03713","31","CA","Los Angeles County (East Central)--Covina & Walnut Cities",82761,0.7292 
"06","03713","35","CA","Los Angeles County (East Central)--Covina & Walnut Cities",2303,0.0203 
"06","03713","38","CA","Los Angeles County (East Central)--Covina & Walnut Cities",28430,0.2505 
"06","03714","31","CA","Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights",152,0.0014 
"06","03714","38","CA","Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights",107150,0.9959 
"06","03714","40","CA","Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights",140,0.0013 
"06","03714","45","CA","Los Angeles County--Diamond Bar, La Habra Heights (East) Cities & Rowland Heights",145,0.0013 
"06","03715","31","CA","Los Angeles County (East Central)--West Covina City",122470,1 
"06","03716","31","CA","Los Angeles County (East Central)--La Puente & Industry Cities",102756,0.9631 
