"state","puma12","cd118","stab","PUMA12name","pop20","afact"
"State code","PUMA (2012)","Congressional district code (118th Congress)","State abbr.","PUMA12 name","Total population (2020 Census)","puma12-to-cd118 allocation factor"
"13","01001","06","GA","Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City",53491,0.4158 
"13","01001","07","GA","Atlanta Regional Commission (Central)--Fulton County (North)--Sandy Springs City",1550,0.012 
"13","01002","06","GA","Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City",32331,0.2803 
"13","01002","07","GA","Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City",83020,0.7197 
"13","01003","05","GA","Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South)",100927,0.8471 
"13","01003","13","GA","Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (South)",18222,0.1529 
"13","01004","03","GA","Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities",34,0.0002 
"13","01004","13","GA","Atlanta Regional Commission (Central)--Fulton County (South)--Union & Fairburn Cities",146149,0.9998 
"13","01005","06","GA","Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City",159663,0.9524 
"13","01005","07","GA","Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City",7988,0.0476 
"13","01006","04","GA","Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North)",209,0.0015 
"13","01006","05","GA","Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North)",140700,0.9985 
"13","01007","05","GA","Atlanta Regional Commission (Central)--Fulton County (East)--Atlanta City (Southeast)",154548,1 
"13","01008","04","GA","Atlanta Regional Commission (Central)--DeKalb County (South)",78407,0.609 
"13","01008","05","GA","Atlanta Regional Commission (Central)--DeKalb County (South)",50336,0.391 
"13","01100","02","GA","Southwest Georgia Regional Commission (West & Central)",120993,1 
"13","01200","01","GA","Heart of Georgia Altamaha Regional Commission (Southeast)",48588,0.3185 
"13","01200","08","GA","Heart of Georgia Altamaha Regional Commission (Southeast)",27256,0.1786 
"13","01200","12","GA","Heart of Georgia Altamaha Regional Commission (Southeast)",76727,0.5029 
"13","01300","08","GA","Heart of Georgia Altamaha Regional Commission (North & West)",41274,0.2944 
"13","01300","12","GA","Heart of Georgia Altamaha Regional Commission (North & West)",98914,0.7056 
"13","01400","02","GA","Middle Georgia Regional Commission (Central)--Bibb County--Macon City",108371,0.6926 
"13","01400","08","GA","Middle Georgia Regional Commission (Central)--Bibb County--Macon City",48097,0.3074 
"13","01500","02","GA","Middle Georgia Regional Commission (South)--Houston & Pulaski Counties",48521,0.2797 
"13","01500","08","GA","Middle Georgia Regional Commission (South)--Houston & Pulaski Counties",124967,0.7203 
"13","01600","02","GA","Middle Georgia Regional Commission (North & Outside Bibb County)",40111,0.2234 
"13","01600","08","GA","Middle Georgia Regional Commission (North & Outside Bibb County)",117381,0.6538 
"13","01600","10","GA","Middle Georgia Regional Commission (North & Outside Bibb County)",22047,0.1228 
"13","01700","02","GA","River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties",184720,0.849 
"13","01700","03","GA","River Valley Regional Commission (West Central)--Muscogee & Chattahoochee Counties",32863,0.151 
"13","01800","02","GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",97670,0.6452 
"13","01800","03","GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",33572,0.2218 
"13","01800","08","GA","River Valley Regional Commission (Outside Muscogee & Chattahoochee Counties)",20128,0.133 
"13","01900","03","GA","Three Rivers Regional Commission (East)",132395,0.8389 
"13","01900","10","GA","Three Rivers Regional Commission (East)",25434,0.1611 
"13","02001","04","GA","Atlanta Regional Commission (Central)--DeKalb County (East Central)--Redan",140126,1 
"13","02002","04","GA","Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities",57948,0.4155 
"13","02002","05","GA","Atlanta Regional Commission--DeKalb County--Decatur & Avondale Estates Cities",81506,0.5845 
"13","02003","04","GA","Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker",172585,0.9793 
"13","02003","07","GA","Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker",3652,0.0207 
"13","02004","04","GA","Atlanta Regional Commission--DeKalb County (North)--Dunwoody City",150989,0.998 
"13","02004","05","GA","Atlanta Regional Commission--DeKalb County (North)--Dunwoody City",270,0.0018 
"13","02004","06","GA","Atlanta Regional Commission--DeKalb County (North)--Dunwoody City",40,0.0003 
"13","02100","03","GA","Three Rivers Regional Commission (North Central)--Coweta County",146274,1 
"13","02200","03","GA","Three Rivers Regional Commission (Southwest)--Troup, Meriwether & Heard Counties",101301,1 
"13","02300","03","GA","Three Rivers Regional Commission (Northwest)--Carroll County",119148,1 
"13","02400","03","GA","Atlanta Regional Commission (South Central)--Fayette County",102685,0.8615 
"13","02400","13","GA","Atlanta Regional Commission (South Central)--Fayette County",16509,0.1385 
"13","02500","03","GA","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",29919,0.1746 
"13","02500","14","GA","Northwest Georgia Regional Commission (Southwest)--Floyd, Polk & Haralson Counties",141437,0.8254 
"13","02600","14","GA","Northwest Georgia Regional Commission--Walker, Catoosa, Chattooga & Dade Counties",176742,1 
"13","02700","14","GA","Northwest Georgia Regional Commission (North Central)--Whitfield County",102864,1 
"13","02800","09","GA","Northwest Georgia Regional Commission (Northeast)",56672,0.3032 
"13","02800","11","GA","Northwest Georgia Regional Commission (Northeast)",33216,0.1777 
"13","02800","14","GA","Northwest Georgia Regional Commission (Northeast)",96997,0.519 
"13","02900","11","GA","Northwest Georgia Regional Commission (East Central)--Bartow County",109323,0.9953 
"13","02900","14","GA","Northwest Georgia Regional Commission (East Central)--Bartow County",520,0.0047 
"13","03001","06","GA","Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City",31314,0.2046 
"13","03001","11","GA","Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City",117568,0.7681 
"13","03001","13","GA","Atlanta Regional Commission (Northwest)--Cobb County (Central)--Marietta City",4178,0.0273 
"13","03002","11","GA","Atlanta Regional Commission--Cobb County (Northwest)--Kennesaw & Acworth Cities",136414,1 
"13","03003","11","GA","Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City",49097,0.3442 
"13","03003","13","GA","Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City",16709,0.1171 
"13","03003","14","GA","Atlanta Regional Commission (Northwest)--Cobb County (Southwest)--Powder Springs City",76845,0.5387 
"13","03004","11","GA","Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City",69956,0.3981 
"13","03004","13","GA","Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City",104142,0.5927 
"13","03004","14","GA","Atlanta Regional Commission (Northwest)--Cobb County (Southeast)--Smyrna City",1624,0.0092 
"13","03005","06","GA","Atlanta Regional Commission (Northwest)--Cobb County (Northeast)",134611,0.85 
"13","03005","11","GA","Atlanta Regional Commission (Northwest)--Cobb County (Northeast)",23751,0.15 
"13","03101","11","GA","Atlanta Regional Commission--Cherokee County (Central)--Woodstock & Canton Cities",128353,1 
"13","03102","06","GA","Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities)",40881,0.2955 
"13","03102","11","GA","Atlanta Regional Commission--Cherokee County (Outside Woodstock & Canton Cities)",97459,0.7045 
"13","03200","06","GA","Georgia Mountains Regional Commission (North & Northwest)",26798,0.1883 
"13","03200","09","GA","Georgia Mountains Regional Commission (North & Northwest)",115499,0.8117 
"13","03300","06","GA","Georgia Mountains Regional Commission (Southwest)--Forsyth County",251252,1 
"13","03400","09","GA","Georgia Mountains Regional Commission (South Central)--Hall County",203408,1 
"13","03500","09","GA","Georgia Mountains Regional Commission (Southeast)",139200,0.9994 
"13","03500","10","GA","Georgia Mountains Regional Commission (Southeast)",86,0.0006 
"13","03600","10","GA","Northeast Georgia Regional Commission (Central)--Clarke County--Athens City",128671,1 
"13","03700","09","GA","Northeast Georgia Regional Commission (East)",189,0.0015 
"13","03700","10","GA","Northeast Georgia Regional Commission (East)",125221,0.9985 
"13","03800","07","GA","Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties",19,0.0001 
"13","03800","09","GA","Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties",441,0.0028 
"13","03800","10","GA","Northeast Georgia Regional Commission (Northwest)--Barrow & Jackson Counties",159401,0.9971 
"13","03900","10","GA","Northeast Georgia Regional Commission (Southwest)--Walton, Morgan & Jasper Counties",131358,1 
"13","04000","12","GA","Central Savannah River Area Regional Commission (East Central)--Richmond County",205929,1 
"13","04001","04","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City",249,0.0016 
"13","04001","07","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City",151644,0.9649 
"13","04001","09","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (West Central)--Duluth City",5272,0.0335 
"13","04002","06","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City",34755,0.248 
"13","04002","07","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City",815,0.0058 
"13","04002","09","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (North)--Sugar Hill City",104544,0.7461 
"13","04003","07","GA","Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City",119903,0.6982 
"13","04003","09","GA","Atlanta Regional Commission--Gwinnett County (Central)--Lawrenceville City",51817,0.3018 
"13","04004","07","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (East)",42894,0.3275 
"13","04004","09","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (East)",88095,0.6725 
"13","04005","07","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (South)--Snellville City",136155,1 
"13","04006","04","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City",736,0.0034 
"13","04006","07","GA","Atlanta Regional Commission (Northeast)--Gwinnett County (Southwest)--Lilburn City",217497,0.9966 
"13","04100","12","GA","Central Savannah River Area Regional Commission (East Central)--Columbia County",156609,1 
"13","04200","08","GA","Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia)",499,0.0039 
"13","04200","10","GA","Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia)",12096,0.0954 
"13","04200","12","GA","Central Savannah River Area Regional Commission (West & Outside Richmond & Columbia)",114230,0.9007 
"13","04300","04","GA","Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties",163684,0.7944 
"13","04300","10","GA","Atlanta & Northeast Georgia Regional Commissions--Newton & Rockdale Counties",42369,0.2056 
"13","04400","03","GA","Atlanta Regional Commission (Southwest)--Douglas County",42970,0.2979 
"13","04400","13","GA","Atlanta Regional Commission (Southwest)--Douglas County",101267,0.7021 
"13","04500","14","GA","Northwest Georgia Regional Commission (Southeast)--Paulding County",168106,1 
"13","04600","05","GA","Atlanta Regional Commission--Fulton County (Central)--Atlanta City (Central)",125532,1 
"13","05001","13","GA","Atlanta Regional Commission (South Central)--Clayton County (South)",126873,1 
"13","05002","05","GA","Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City",37919,0.2223 
"13","05002","13","GA","Atlanta Regional Commission (South Central)--Clayton County (North)--Forest Park City",132679,0.7777 
"13","06001","03","GA","Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City",23975,0.1932 
"13","06001","10","GA","Atlanta Regional Commission (Southeast)--Henry County (South)--McDonough City",100135,0.8068 
"13","06002","10","GA","Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City",18317,0.1569 
"13","06002","13","GA","Atlanta Regional Commission (Southeast)--Henry County (North)--Stockbridge City",98409,0.8431 
"15","00100","02","HI","Maui, Kalawao & Kauai Counties",238134,1 
"15","00200","02","HI","Hawaii County",200629,1 
"15","00301","02","HI","Honolulu County--Rural Oahu",104793,1 
"15","00302","01","HI","Honolulu County--Koolaupoko",2725,0.0221 
"15","00302","02","HI","Honolulu County--Koolaupoko",120657,0.9779 
"15","00303","01","HI","Honolulu County--East Honolulu to Kapahulu",107852,0.9943 
"15","00303","02","HI","Honolulu County--East Honolulu to Kapahulu",618,0.0057 
"15","00304","01","HI","Honolulu County--Tantalus to Waikiki",126915,1 
"15","00305","01","HI","Honolulu County--Nuuanu to Kalihi",116216,1 
"15","00306","01","HI","Honolulu County--Moanalua to Pearl City",149984,1 
"15","00307","01","HI","Honolulu County--Central Oahu",114004,0.7439 
"15","00307","02","HI","Honolulu County--Central Oahu",39243,0.2561 
"15","00308","01","HI","Honolulu County--Ewa",108699,0.8142 
"15","00308","02","HI","Honolulu County--Ewa",24802,0.1858 
"16","00100","01","ID","Bonner, Latah, Shoshone, Boundary, Benewah & Kootenai (Southeast) Counties",127116,1 
"16","00200","01","ID","Kootenai County (Northwest)--Coeur dAlene, Post Falls & Hayden Cities",165711,1 
"16","00300","01","ID","Central Idaho--Lewiston City & Nez Perce Reservation",94541,0.858 
"16","00300","02","ID","Central Idaho--Lewiston City & Nez Perce Reservation",15648,0.142 
"16","00400","01","ID","Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City",121441,0.9008 
"16","00400","02","ID","Ada (North), Payette, Canyon (North), Gem & Washington Counties--Eagle City",13373,0.0992 
"16","00500","01","ID","Canyon (South) & Owyhee Counties--Caldwell & Nampa (South & West) Cities",133625,1 
"16","00600","01","ID","Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities",148597,0.9813 
"16","00600","02","ID","Canyon (East) & Ada (West) Counties--Nampa (Central & East) & Meridian (West) Cities",2832,0.0187 
"16","00701","01","ID","Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities",90770,0.6775 
"16","00701","02","ID","Ada County (Central)--Meridian (Northeast) & Boise (Far West) Cities",43202,0.3225 
"16","00702","02","ID","Ada County (Northeast)--Boise (North & West) & Garden City Cities",110412,1 
"16","00800","01","ID","Ada County (South)--Boise (South) & Kuna Cities",37752,0.2932 
"16","00800","02","ID","Ada County (South)--Boise (South) & Kuna Cities",90991,0.7068 
"16","00900","02","ID","Twin Falls & Cassia Counties--Twin Falls City",114692,1 
"16","01000","02","ID","Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties",120565,1 
"16","01100","02","ID","Bingham (Outside Fort Hall AIR), Madison, Jefferson, Fremont & Teton Counties",153613,1 
"16","01200","02","ID","Bonneville County--Idaho Falls City",124135,1 
"16","01300","02","ID","Southeast Idaho--Pocatello, Chubbuck Cities & Fort Hall Reservation",130090,1 
"17","00104","16","IL","Jo Daviess, Carroll, Whiteside & Lee Counties",56175,0.4404 
"17","00104","17","IL","Jo Daviess, Carroll, Whiteside & Lee Counties",71392,0.5596 
"17","00105","17","IL","Rock Island County",144672,1 
"17","00202","15","IL","Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties",57435,0.3445 
"17","00202","16","IL","Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties",26905,0.1614 
"17","00202","17","IL","Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties",82380,0.4941 
"17","00300","15","IL","Adams, Pike, Brown, Schuyler & Mason Counties",106696,1 
"17","00401","13","IL","Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties",44847,0.3367 
"17","00401","15","IL","Cass, Morgan, Scott, Greene, Macoupin, Jersey & Calhoun Counties",88338,0.6633 
"17","00501","12","IL","Montgomery, Bond, Clinton, Fayette & Effingham Counties",71423,0.5178 
"17","00501","13","IL","Montgomery, Bond, Clinton, Fayette & Effingham Counties",38,0.0003 
"17","00501","15","IL","Montgomery, Bond, Clinton, Fayette & Effingham Counties",66486,0.482 
"17","00600","12","IL","Douglas, Edgar, Coles & Cumberland Counties",21738,0.2312 
"17","00600","15","IL","Douglas, Edgar, Coles & Cumberland Counties",72298,0.7688 
"17","00700","12","IL","Clark, Jasper, Crawford, Lawrence, Richland, Clay & Wayne Counties",103942,1 
"17","00800","12","IL","South & Southeast Illinois",130728,1 
"17","00900","12","IL","Jackson, Williamson, Franklin & Perry Counties",178881,1 
"17","01001","12","IL","Monroe, Randolph, Washington, Jefferson & Marion Counties",153852,1 
"17","01001","15","IL","Monroe, Randolph, Washington, Jefferson & Marion Counties",1,0 
"17","01104","12","IL","St. Clair County (Central & Northeast)",64591,0.4267 
"17","01104","13","IL","St. Clair County (Central & Northeast)",86791,0.5733 
"17","01104","15","IL","St. Clair County (Central & Northeast)",2,0 
"17","01105","12","IL","St. Clair County (Northwest, Southwest & Southeast)",28503,0.2689 
"17","01105","13","IL","St. Clair County (Northwest, Southwest & Southeast)",77498,0.7311 
"17","01204","12","IL","Madison County (East)",19,0.0002 
"17","01204","13","IL","Madison County (East)",66031,0.5222 
"17","01204","15","IL","Madison County (East)",60408,0.4777 
"17","01205","13","IL","Madison County (West)--Granite City, Alton, Wood River Cities & Godfrey Village",116137,0.8297 
"17","01205","15","IL","Madison County (West)--Granite City, Alton, Wood River Cities & Godfrey Village",23846,0.1703 
"17","01300","13","IL","Sangamon County--Springfield City",148501,0.7563 
"17","01300","15","IL","Sangamon County--Springfield City",47842,0.2437 
"17","01500","13","IL","Macon County--Decatur City",53345,0.5128 
"17","01500","15","IL","Macon County--Decatur City",50691,0.4872 
"17","01602","13","IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",10301,0.0726 
"17","01602","15","IL","Menard, Logan, De Witt, Piatt, Moultrie, Shelby & Christian Counties",131641,0.9274 
"17","01701","16","IL","Peoria County--Peoria City",59757,0.3286 
"17","01701","17","IL","Peoria County--Peoria City",122073,0.6714 
"17","01900","16","IL","Tazewell County",119741,0.9117 
"17","01900","17","IL","Tazewell County",11602,0.0883 
"17","02000","16","IL","McLean County",86107,0.5037 
"17","02000","17","IL","McLean County",84847,0.4963 
"17","02100","02","IL","Champaign County--Champaign & Urbana Cities",16713,0.0812 
"17","02100","13","IL","Champaign County--Champaign & Urbana Cities",150188,0.7296 
"17","02100","15","IL","Champaign County--Champaign & Urbana Cities",38939,0.1892 
"17","02200","02","IL","Livingston, Ford, Iroquois & Vermilion Counties",130509,0.8664 
"17","02200","15","IL","Livingston, Ford, Iroquois & Vermilion Counties",9054,0.0601 
"17","02200","16","IL","Livingston, Ford, Iroquois & Vermilion Counties",11074,0.0735 
"17","02300","01","IL","Kankakee County",36976,0.3439 
"17","02300","02","IL","Kankakee County",70534,0.6561 
"17","02400","14","IL","LaSalle County",86665,0.7913 
"17","02400","16","IL","LaSalle County",22864,0.2087 
"17","02501","14","IL","Knox, Stark, Bureau, Marshall & Woodford Counties",16000,0.1108 
"17","02501","16","IL","Knox, Stark, Bureau, Marshall & Woodford Counties",78477,0.5433 
"17","02501","17","IL","Knox, Stark, Bureau, Marshall & Woodford Counties",49962,0.3459 
"17","02601","11","IL","DeKalb County",9440,0.094 
"17","02601","14","IL","DeKalb County",87436,0.8707 
"17","02601","16","IL","DeKalb County",3548,0.0353 
"17","02700","16","IL","Stephenson & Ogle Counties",63291,0.6564 
"17","02700","17","IL","Stephenson & Ogle Counties",33129,0.3436 
"17","02801","16","IL","Winnebago County (Southeast & West)--Rockford City",50355,0.2575 
"17","02801","17","IL","Winnebago County (Southeast & West)--Rockford City",145192,0.7425 
"17","02901","11","IL","Winnebago (Northeast) & Boone Counties",26446,0.1846 
"17","02901","16","IL","Winnebago (Northeast) & Boone Counties",108373,0.7566 
"17","02901","17","IL","Winnebago (Northeast) & Boone Counties",8427,0.0588 
"17","03005","11","IL","Kane County (Southeast)--Aurora Township",83131,0.6564 
"17","03005","14","IL","Kane County (Southeast)--Aurora Township",43507,0.3436 
"17","03007","08","IL","Kane County (East)--St. Charles, Batavia (Central) & Geneva (Central) Townships",57393,0.488 
"17","03007","11","IL","Kane County (East)--St. Charles, Batavia (Central) & Geneva (Central) Townships",60214,0.512 
"17","03008","08","IL","Kane County (Northeast)--Elgin (North & Central) & Dundee Townships",138983,0.9982 
"17","03008","09","IL","Kane County (Northeast)--Elgin (North & Central) & Dundee Townships",256,0.0018 
"17","03009","08","IL","Kane County (West)",35992,0.2682 
"17","03009","11","IL","Kane County (West)",75811,0.565 
"17","03009","14","IL","Kane County (West)",22386,0.1668 
"17","03102","01","IL","Will County (West Central)--Joliet & Troy Townships",1603,0.0119 
"17","03102","14","IL","Will County (West Central)--Joliet & Troy Townships",132673,0.9881 
"17","03105","01","IL","Will County (Northwest Central)--Plainfield & Lockport Townships",8261,0.0583 
"17","03105","11","IL","Will County (Northwest Central)--Plainfield & Lockport Townships",2079,0.0147 
"17","03105","14","IL","Will County (Northwest Central)--Plainfield & Lockport Townships",131370,0.927 
"17","03106","11","IL","Will County (Northwest)--DuPage & Wheatland Townships",78372,0.4458 
"17","03106","14","IL","Will County (Northwest)--DuPage & Wheatland Townships",97445,0.5542 
"17","03107","01","IL","Will County (Northeast)--Frankfort, Homer & New Lenox (North) Townships",129040,1 
"17","03108","01","IL","Will County (South)",60017,0.5211 
"17","03108","02","IL","Will County (South)",51255,0.445 
"17","03108","14","IL","Will County (South)",3898,0.0338 
"17","03202","03","IL","DuPage County (Central)--Milton Township",57786,0.474 
"17","03202","06","IL","DuPage County (Central)--Milton Township",55138,0.4522 
"17","03202","08","IL","DuPage County (Central)--Milton Township",8998,0.0738 
"17","03203","03","IL","DuPage County (South Central)--Lisle Township",54,0.0005 
"17","03203","06","IL","DuPage County (South Central)--Lisle Township",25250,0.2145 
"17","03203","11","IL","DuPage County (South Central)--Lisle Township",92401,0.785 
"17","03204","04","IL","DuPage County (Southeast)--Downers Grove Township",17847,0.1194 
"17","03204","06","IL","DuPage County (Southeast)--Downers Grove Township",113965,0.7623 
"17","03204","11","IL","DuPage County (Southeast)--Downers Grove Township",17693,0.1183 
"17","03205","03","IL","DuPage County (East Central)--York Township",1333,0.0106 
"17","03205","04","IL","DuPage County (East Central)--York Township",20001,0.1584 
"17","03205","06","IL","DuPage County (East Central)--York Township",104943,0.8309 
"17","03205","07","IL","DuPage County (East Central)--York Township",30,0.0002 
"17","03207","03","IL","Dupage County (Northeast)--Addison & Bloomingdale (North) Townships",50199,0.4311 
"17","03207","06","IL","Dupage County (Northeast)--Addison & Bloomingdale (North) Townships",15146,0.1301 
"17","03207","08","IL","Dupage County (Northeast)--Addison & Bloomingdale (North) Townships",51091,0.4388 
"17","03208","03","IL","DuPage County (Northwest)--Bloomingdale (South), Wayne & Winfield (North) Townships",71688,0.4107 
"17","03208","08","IL","DuPage County (Northwest)--Bloomingdale (South), Wayne & Winfield (North) Townships",102855,0.5893 
"17","03209","03","IL","DuPage County (Southwest)--Naperville & Winfield (South) Townships",12372,0.098 
"17","03209","08","IL","DuPage County (Southwest)--Naperville & Winfield (South) Townships",35,0.0003 
"17","03209","11","IL","DuPage County (Southwest)--Naperville & Winfield (South) Townships",112636,0.8923 
"17","03209","14","IL","DuPage County (Southwest)--Naperville & Winfield (South) Townships",1181,0.0094 
"17","03306","10","IL","Lake County (Northwest)--Avon, Lake Villa, Antioch & Grant Townships",157287,0.9817 
"17","03306","11","IL","Lake County (Northwest)--Avon, Lake Villa, Antioch & Grant Townships",2939,0.0183 
"17","03307","10","IL","Lake County (Northeast)--Waukegan, Zion, Benton & Newport Townships",141496,1 
"17","03308","05","IL","Lake County (Southwest)--Ela, Freemont, Wauconda & Cuba Townships",41619,0.3426 
"17","03308","09","IL","Lake County (Southwest)--Ela, Freemont, Wauconda & Cuba Townships",32106,0.2643 
"17","03308","10","IL","Lake County (Southwest)--Ela, Freemont, Wauconda & Cuba Townships",27421,0.2257 
"17","03308","11","IL","Lake County (Southwest)--Ela, Freemont, Wauconda & Cuba Townships",20336,0.1674 
"17","03309","10","IL","Lake County (East Central)--Warren, Libertyville (North & East) & Shields Townships",154733,1 
"17","03310","05","IL","Lake County--Vernon, Moraine, West Deerfield & Libertyville (Southeast) Townships",708,0.0051 
"17","03310","09","IL","Lake County--Vernon, Moraine, West Deerfield & Libertyville (Southeast) Townships",12344,0.0892 
"17","03310","10","IL","Lake County--Vernon, Moraine, West Deerfield & Libertyville (Southeast) Townships",125372,0.9057 
"17","03401","05","IL","Cook County (Northwest)--Palatine & Barrington Townships",66531,0.516 
"17","03401","08","IL","Cook County (Northwest)--Palatine & Barrington Townships",62401,0.484 
"17","03407","04","IL","Cook County (West Central)--Proviso, Riverside & River Forest Townships",73707,0.4085 
"17","03407","06","IL","Cook County (West Central)--Proviso, Riverside & River Forest Townships",552,0.0031 
"17","03407","07","IL","Cook County (West Central)--Proviso, Riverside & River Forest Townships",106177,0.5884 
"17","03408","04","IL","Cook County (Central)--Cicero, Berwyn & Oak Park Townships",142408,0.723 
"17","03408","07","IL","Cook County (Central)--Cicero, Berwyn & Oak Park Townships",54571,0.277 
"17","03409","04","IL","Cook County (West Central)--Lyons & Stickney Townships",85998,0.5505 
"17","03409","06","IL","Cook County (West Central)--Lyons & Stickney Townships",70220,0.4495 
"17","03410","01","IL","Cook County (Southwest)--Orland (West & Central), Palos & Lemont Townships",23226,0.1308 
"17","03410","06","IL","Cook County (Southwest)--Orland (West & Central), Palos & Lemont Townships",143946,0.8104 
"17","03410","11","IL","Cook County (Southwest)--Orland (West & Central), Palos & Lemont Townships",10461,0.0589 
"17","03411","01","IL","Cook County (South Central)--Worth & Calumet Townships",36562,0.2128 
"17","03411","02","IL","Cook County (South Central)--Worth & Calumet Townships",7730,0.045 
"17","03411","04","IL","Cook County (South Central)--Worth & Calumet Townships",3920,0.0228 
"17","03411","06","IL","Cook County (South Central)--Worth & Calumet Townships",123576,0.7194 
"17","03412","01","IL","Cook County (South Central)--Bremen & Orland (East) Townships",45590,0.4266 
"17","03412","02","IL","Cook County (South Central)--Bremen & Orland (East) Townships",27565,0.2579 
"17","03412","06","IL","Cook County (South Central)--Bremen & Orland (East) Townships",33713,0.3155 
"17","03413","01","IL","Cook County (Southeast)--Thornton Township",4375,0.0277 
"17","03413","02","IL","Cook County (Southeast)--Thornton Township",153502,0.9723 
"17","03414","01","IL","Cook County (South)--Bloom & Rich Townships",3043,0.0187 
"17","03414","02","IL","Cook County (South)--Bloom & Rich Townships",159366,0.9813 
"17","03415","05","IL","Cook County (North)--Wheeling Township (North & East)",33893,0.2635 
"17","03415","08","IL","Cook County (North)--Wheeling Township (North & East)",1937,0.0151 
"17","03415","09","IL","Cook County (North)--Wheeling Township (North & East)",60589,0.471 
"17","03415","10","IL","Cook County (North)--Wheeling Township (North & East)",32213,0.2504 
"17","03416","05","IL","Cook County (Northeast)--Northfield & New Trier Townships",5009,0.0337 
"17","03416","09","IL","Cook County (Northeast)--Northfield & New Trier Townships",71496,0.481 
"17","03416","10","IL","Cook County (Northeast)--Northfield & New Trier Townships",72136,0.4853 
"17","03417","03","IL","Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships",54322,0.4394 
"17","03417","08","IL","Cook County (Northwest)--Hanover & Schaumburg (Northwest) Townships",69292,0.5606 
"17","03418","08","IL","Cook County (Northwest)--Schaumburg Township (South & Central)",111534,1 
"17","03419","03","IL","Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships",12532,0.0987 
"17","03419","05","IL","Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships",51378,0.4045 
"17","03419","08","IL","Cook County (Northwest)--Elk Grove & Wheeling (Southwest) Townships",63095,0.4968 
"17","03420","03","IL","Cook County (North)--Maine, Norwood Park Townships & Chicago City--Edison Park",2755,0.0143 
"17","03420","05","IL","Cook County (North)--Maine, Norwood Park Townships & Chicago City--Edison Park",102821,0.5348 
"17","03420","08","IL","Cook County (North)--Maine, Norwood Park Townships & Chicago City--Edison Park",36073,0.1876 
